feature,importance
judge_qwen2.5-72b-instruct-turbo_verdicts,0.12829138395487627
judge_gpt-4o_verdicts,0.0911827006654026
internlm_scores,0.0844717839985478
urm_scores,0.08171874904926615
armor_rm_correctness,0.06811917162897747
judge_claude-3-5-sonnet-latest_verdicts,0.06574658862398287
qrm_scores,0.048911767814297444
armor_rm_coherence,0.04521049938451112
armor_rm_helpfulness,0.043577408636826555
offset_bias_scores,0.038125468842825146
armor_rm_verbosity,0.03767880489196607
armor_rm_score,0.036963367014517426
grm_llama32_scores,0.03566658102861707
gpm_scores,0.03376111027775488
grm_gemma_scores,0.02809464867634314
skyworks_scores,0.028073535980163076
grm_scores,0.027827623037604558
armor_rm_complexity,0.026516024410708362
judge_llama-3.3-70b-instruct-turbo_verdicts,0.017819909277010607
judge_qwen2-72b-instruct_verdicts,0.017353320845845656
judge_meta-llama-3.1-405b-instruct-turbo_verdicts,0.010584570976434868
judge_gemma-2-27b-it_verdicts,0.002876408447638784
judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts,0.0014285725358821788
judge_llama-3.1-nemotron-70b-instruct-hf_verdicts,0.0
judge_qwq-32b-preview_verdicts,0.0
