feature,importance
internlm_scores,0.1495759982273373
judge_claude-3-5-sonnet-latest_verdicts,0.0765391978949563
grm_llama32_scores,0.07627867385342536
armor_rm_correctness,0.06388445392771035
urm_scores,0.05881194628848144
armor_rm_verbosity,0.052142185431568636
armor_rm_helpfulness,0.050472776978067506
judge_qwen2-72b-instruct_verdicts,0.04662411737189091
judge_gpt-4o_verdicts,0.04616709008503955
offset_bias_scores,0.046051180606956024
skyworks_scores,0.041027903940828746
qrm_scores,0.04031254222406578
armor_rm_complexity,0.03664578432195199
judge_qwen2.5-72b-instruct-turbo_verdicts,0.035569578539510226
armor_rm_coherence,0.032611886504829
gpm_scores,0.030359360116291235
grm_gemma_scores,0.02556543252393728
grm_scores,0.025330628342843983
armor_rm_score,0.02128178481163517
judge_gemma-2-27b-it_verdicts,0.01908086427917257
judge_meta-llama-3.1-405b-instruct-turbo_verdicts,0.01436630710665427
judge_llama-3.3-70b-instruct-turbo_verdicts,0.011250954302778095
judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts,4.935232006823359e-05
judge_llama-3.1-nemotron-70b-instruct-hf_verdicts,0.0
judge_qwq-32b-preview_verdicts,0.0
