feature,importance
judge_llama-3.3-70b-instruct-turbo_verdicts,0.2534304688548852
judge_claude-3-5-sonnet-latest_verdicts,0.18076868397339588
judge_gpt-4o_verdicts,0.0798565628172625
judge_qwen2.5-72b-instruct-turbo_verdicts,0.07766820510645932
judge_meta-llama-3.1-405b-instruct-turbo_verdicts,0.04413745386402764
grm_gemma_scores,0.032645319445536745
offset_bias_scores,0.02921676616564494
grm_llama32_scores,0.028058585785142417
judge_qwen2-72b-instruct_verdicts,0.027638236159861756
urm_scores,0.025283199269368107
internlm_scores,0.021515095818644664
armor_rm_verbosity,0.02017245484842058
qrm_scores,0.01926834393756522
gpm_scores,0.01904284284065556
grm_scores,0.018165028153856018
armor_rm_complexity,0.018044191018287054
armor_rm_score,0.01721214076790134
skyworks_scores,0.016708902848019888
armor_rm_correctness,0.01642793799437745
judge_llama-3.1-nemotron-70b-instruct-hf_verdicts,0.014307010103593252
armor_rm_helpfulness,0.01371498755826928
armor_rm_coherence,0.01354969137257318
judge_gemma-2-27b-it_verdicts,0.011695736707719617
judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts,0.001472154588532299
judge_qwq-32b-preview_verdicts,1.568187379734423e-20
judge_wizardlm-2-8x22b_verdicts,0.0
judge_mixtral-8x22b-instruct-v0.1_verdicts,0.0
