feature,importance
judge_claude-3-5-sonnet-latest_verdicts,0.20945173884951224
judge_llama-3.3-70b-instruct-turbo_verdicts,0.17466204947131317
judge_qwen2.5-72b-instruct-turbo_verdicts,0.08858171531892753
judge_gpt-4o_verdicts,0.06060530619116096
judge_meta-llama-3.1-405b-instruct-turbo_verdicts,0.04710407209816767
grm_gemma_scores,0.03751323943100868
offset_bias_scores,0.03678044826994838
armor_rm_verbosity,0.033015352684817985
grm_llama32_scores,0.03105542391813511
judge_qwen2-72b-instruct_verdicts,0.028857467564250658
internlm_scores,0.027835015400297897
urm_scores,0.024820285189563494
qrm_scores,0.02480463368964309
gpm_scores,0.023377702919959224
armor_rm_score,0.02280663185057501
skyworks_scores,0.022431849293873433
armor_rm_correctness,0.02207512987861866
armor_rm_complexity,0.018233903166044497
armor_rm_helpfulness,0.017295184274398565
grm_scores,0.01666511155589347
armor_rm_coherence,0.012904839004677704
judge_llama-3.1-nemotron-70b-instruct-hf_verdicts,0.012472036247476982
judge_gemma-2-27b-it_verdicts,0.00594679536149568
judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts,0.0007040683702399734
judge_qwq-32b-preview_verdicts,0.0
judge_wizardlm-2-8x22b_verdicts,0.0
judge_mixtral-8x22b-instruct-v0.1_verdicts,0.0
