feature,importance
judge_llama-3.3-70b-instruct-turbo_verdicts,0.23675174760131049
judge_claude-3-5-sonnet-latest_verdicts,0.190516299550996
judge_qwen2.5-72b-instruct-turbo_verdicts,0.07698017860755924
judge_gpt-4o_verdicts,0.07424177220266032
judge_meta-llama-3.1-405b-instruct-turbo_verdicts,0.04449122506965697
grm_gemma_scores,0.03475285934196763
offset_bias_scores,0.032058800448599475
grm_llama32_scores,0.030555885299668288
judge_qwen2-72b-instruct_verdicts,0.027505943247037083
urm_scores,0.025555810541085307
internlm_scores,0.02155756058910262
armor_rm_verbosity,0.019953829894058826
qrm_scores,0.01995111389525486
gpm_scores,0.019869190824418664
armor_rm_score,0.019269636522163194
armor_rm_complexity,0.018793281347205152
skyworks_scores,0.018759307899116753
grm_scores,0.016897314296640167
armor_rm_correctness,0.01653561569097305
armor_rm_helpfulness,0.016338758591758307
armor_rm_coherence,0.013836996962790695
judge_llama-3.1-nemotron-70b-instruct-hf_verdicts,0.012556766936466695
judge_gemma-2-27b-it_verdicts,0.010831221456017934
judge_nous-hermes-2-mixtral-8x7b-dpo_verdicts,0.0014388831834924534
judge_qwq-32b-preview_verdicts,0.0
judge_wizardlm-2-8x22b_verdicts,0.0
judge_mixtral-8x22b-instruct-v0.1_verdicts,0.0
